id,date,asset,liability
30219,6/30/2001,90560,85052
30219,9/30/2001,96829,90609
30220,12/31/2001,101257,89981
30220,3/31/2001,111490,95940
30220,6/30/2001,108951,93554
30220,9/30/2001,101193,89814
30221,12/31/2001,666505,615688
30221,3/31/2001,639229,591297
30221,6/30/2001,639276,590335
30221,9/30/2001,668561,616580
30233,12/31/2001,236837,212036
30233,3/31/2001,241731,217301
30233,6/30/2001,234660,210827
30233,9/30/2001,237606,213308
30237,12/31/2001,1410000,1310000
30237,3/31/2001,1350000,1250000
30237,6/30/2001,1410000,1310000
30237,9/30/2001,1400000,1300000
30239,3/31/2001,159302,147147
30241,12/31/2001,12507,10656
30241,3/31/2001,12178,10348
30241,6/30/2001,12388,10543
30241,9/30/2001,12132,10270
30242,3/31/2001,381667,338797
30243,12/31/2001,121595,113033
30243,3/31/2001,116218,108351
30243,6/30/2001,117878,109774
30243,9/30/2001,119780,111474
30248,12/31/2001,112969,103989
30248,3/31/2001,122248,113804
30248,6/30/2001,118570,109991
30248,9/30/2001,116491,107715
30255,12/31/2001,2110000,1910000
30255,3/31/2001,1950000,1770000
30255,6/30/2001,1990000,1810000
30255,9/30/2001,2040000,1850000
30260,12/31/2001,277434,258850
30260,3/31/2001,253943,237249
30260,6/30/2001,257445,240493
30260,9/30/2001,267104,249087
3027,12/31/2001,264293,241744
3027,3/31/2001,227917,206424
3027,6/30/2001,232105,210001
3027,9/30/2001,235064,212031
30270,12/31/2001,130173,119283
30270,3/31/2001,124387,114035
30270,6/30/2001,125387,114832
30270,9/30/2001,128377,117709
30273,12/31/2001,365239,337198
30273,3/31/2001,338204,314486
30273,6/30/2001,355905,332132
30273,9/30/2001,378754,350671
30278,12/31/2001,56600000,52400000
30278,3/31/2001,61700000,57400000
30278,6/30/2001,61300000,57300000
30278,9/30/2001,59400000,55500000
30281,12/31/2001,52480,47979
30281,3/31/2001,47919,43463
30281,6/30/2001,48538,44132
30281,9/30/2001,50467,45917
30282,3/31/2001,85555,79270
30282,6/30/2001,87752,81475
30282,9/30/2001,87268,80887
30282,12/31/2001,96258,86228
30284,12/31/2001,317044,288461
30284,3/31/2001,291227,263627
30284,6/30/2001,289350,260923
30284,9/30/2001,285470,258044
3029,12/31/2001,48297,43218
3029,3/31/2001,45814,41078
3029,6/30/2001,46212,41331
3029,9/30/2001,46845,41789
30291,12/31/2001,39022,33155
30291,3/31/2001,39337,33607
30291,6/30/2001,39425,33677
30291,9/30/2001,39445,33637
30292,3/31/2001,1290000,1130000
30292,12/31/2001,611397,429658
30292,6/30/2001,878633,710181
30292,9/30/2001,885746,713818
30294,12/31/2001,1690000,1580000
30294,3/31/2001,1660000,1560000
30294,6/30/2001,1740000,1630000
30294,9/30/2001,1740000,1620000
30297,12/31/2001,1200000,1140000
30297,9/30/2001,1300000,1240000
30297,3/31/2001,1320000,1270000
30297,6/30/2001,1300000,1250000
303,12/31/2001,101740,90621
303,3/31/2001,97910,87368
303,6/30/2001,100717,90059
303,9/30/2001,103547,92473
30303,12/31/2001,1130000,898709
30303,3/31/2001,1070000,856843
30303,6/30/2001,1090000,865144
30303,9/30/2001,1090000,867819
30306,12/31/2001,178608,165782
30306,3/31/2001,176802,164594
30306,6/30/2001,176289,163935
30306,9/30/2001,181580,168946
30307,12/31/2001,945337,828531
30307,3/31/2001,916020,800194
30307,6/30/2001,913604,797354
30307,9/30/2001,927750,811026
3031,12/31/2001,56302,51336
3031,9/30/2001,49609,44737
3031,3/31/2001,34281,30406
3031,6/30/2001,37274,33392
30313,12/31/2001,167085,154842
30313,3/31/2001,151523,139748
30313,6/30/2001,154780,142905
30313,9/30/2001,161986,149896
30315,12/31/2001,156875,124642
30315,3/31/2001,148470,117756
30315,6/30/2001,149746,118681
30315,9/30/2001,153404,121704
30319,12/31/2001,165258,146341
30319,3/31/2001,176869,156845
30319,6/30/2001,176031,156061
30319,9/30/2001,174621,155334
3032,12/31/2001,157016,139251
3032,3/31/2001,67090,56460
3032,6/30/2001,74001,66099
3032,9/30/2001,158457,139860
30327,6/30/2001,145209,122798
30327,9/30/2001,146633,124283
30327,3/31/2001,148563,125419
30329,12/31/2001,26420,24543
30329,3/31/2001,28742,27063
30329,6/30/2001,27057,25285
30329,9/30/2001,26485,24640
30330,12/31/2001,107530,92157
30330,3/31/2001,97784,83122
30330,6/30/2001,101274,86397
30330,9/30/2001,103029,87836
30332,12/31/2001,35356,30132
30332,3/31/2001,35022,30048
30332,6/30/2001,35619,30566
30332,9/30/2001,35727,30611
30337,12/31/2001,887889,793074
30337,3/31/2001,856532,770278
30337,6/30/2001,877713,789199
30337,9/30/2001,874802,782033
30338,3/31/2001,290241,253918
30339,12/31/2001,48365,41499
30339,3/31/2001,45119,37426
30339,6/30/2001,45033,37165
30339,9/30/2001,47096,39036
3034,12/31/2001,105763,96987
3034,3/31/2001,100405,92686
3034,6/30/2001,101277,93178
3034,9/30/2001,99630,91321
30341,3/31/2001,12800000,11800000
30341,6/30/2001,12700000,11700000
30341,12/31/2001,12900000,12100000
30341,9/30/2001,13000000,12100000
30350,12/31/2001,171733,158275
30350,3/31/2001,160493,148628
30350,6/30/2001,162949,150588
30350,9/30/2001,170676,157779
30357,12/31/2001,114297,93023
30357,3/31/2001,110421,90070
30357,6/30/2001,112224,91490
30357,9/30/2001,113044,92156
30358,12/31/2001,51493,43091
30358,3/31/2001,49714,41465
30358,6/30/2001,51162,42823
30358,9/30/2001,51264,42890
3036,12/31/2001,105434,86858
3036,3/31/2001,48871,43622
3036,6/30/2001,60867,47583
3036,9/30/2001,83301,64772
30364,12/31/2001,241337,217615
30364,3/31/2001,214776,192661
30364,6/30/2001,218981,196350
30364,9/30/2001,230302,207104
30365,12/31/2001,201294,183797
30365,3/31/2001,175205,158820
30365,6/30/2001,186339,169707
30365,9/30/2001,189562,172233
30367,12/31/2001,134279,125233
30367,3/31/2001,122867,114355
30367,6/30/2001,127234,118580
30367,9/30/2001,136679,127795
30376,12/31/2001,196624,184288
30376,3/31/2001,186471,174948
30376,6/30/2001,190167,178499
30376,9/30/2001,195957,183661
3038,12/31/2001,308064,274593
3038,3/31/2001,296277,264039
3038,6/30/2001,291889,259335
3038,9/30/2001,301123,266781
30385,12/31/2001,51891,47397
30385,3/31/2001,52861,48514
30385,6/30/2001,53937,49536
30385,9/30/2001,53926,49469
30387,12/31/2001,8140000,7630000
30387,3/31/2001,6190000,5800000
30387,6/30/2001,6370000,5900000
30387,9/30/2001,7640000,7110000
30388,12/31/2001,82578,75660
30388,3/31/2001,77156,70527
30388,6/30/2001,79910,73149
30388,9/30/2001,81630,74804
30394,12/31/2001,449992,414884
30394,3/31/2001,424611,394251
30394,6/30/2001,429391,396593
30394,9/30/2001,441624,407395
30395,12/31/2001,60631,53747
30395,3/31/2001,63024,56419
30395,6/30/2001,62534,55888
30395,9/30/2001,59195,52280
30397,12/31/2001,263627,226717
30397,3/31/2001,239291,204048
30397,6/30/2001,248633,212889
30397,9/30/2001,256274,219987
304,12/31/2001,42004,34963
304,3/31/2001,42203,35387
304,6/30/2001,41310,34421
304,9/30/2001,40232,33229
30400,12/31/2001,162008,148044
30400,3/31/2001,165280,151952
30400,6/30/2001,160545,147221
30400,9/30/2001,160145,146355
30401,12/31/2001,699370,613703
30401,3/31/2001,667849,587451
30401,6/30/2001,677779,595692
30401,9/30/2001,689451,603350
30402,12/31/2001,243276,223845
30402,3/31/2001,215612,196188
30402,6/30/2001,222643,203171
30402,9/30/2001,230611,211074
3041,12/31/2001,189195,170934
3041,3/31/2001,163802,147897
3041,6/30/2001,178144,161706
3041,9/30/2001,191314,173847
30414,12/31/2001,285892,267815
30414,3/31/2001,267139,249829
30414,6/30/2001,268247,250657
30414,9/30/2001,278311,260566
30417,12/31/2001,260458,235021
30417,3/31/2001,272090,247706
30417,6/30/2001,268928,243775
30417,9/30/2001,252737,226977
30422,12/31/2001,68867,58113
30422,3/31/2001,68528,58000
30422,6/30/2001,71373,60764
30422,9/30/2001,67697,57032
30424,12/31/2001,163992,151906
30424,3/31/2001,151801,140387
30424,6/30/2001,155436,143792
30424,9/30/2001,164027,152174
30426,12/31/2001,17387,15679
30426,3/31/2001,16750,15019
30426,6/30/2001,17261,15522
30426,9/30/2001,16982,15263
30428,12/31/2001,216042,175111
30428,3/31/2001,207075,167548
30428,6/30/2001,206953,167198
30428,9/30/2001,211865,170684
30429,12/31/2001,69797,62786
30429,3/31/2001,65830,59127
30429,6/30/2001,66148,59340
30429,9/30/2001,66776,59862
30431,12/31/2001,36529,31282
30431,3/31/2001,33479,28408
30431,6/30/2001,34125,28969
30431,9/30/2001,36304,31088
30433,12/31/2001,149898,134919
30433,3/31/2001,157230,141432
30433,6/30/2001,151775,136642
30433,9/30/2001,150798,135915
30434,12/31/2001,74678,55782
30434,3/31/2001,70851,52625
30434,6/30/2001,72210,53722
30434,9/30/2001,73199,54544
30435,12/31/2001,682458,630361
30435,3/31/2001,730814,680285
30435,6/30/2001,704746,653376
30435,9/30/2001,712398,660297
30439,12/31/2001,66046,59739
30439,3/31/2001,62472,56395
30439,6/30/2001,62512,56357
30439,9/30/2001,64326,58106
30441,12/31/2001,417296,357760
30441,3/31/2001,385667,327904
30441,6/30/2001,391655,333106
30441,9/30/2001,403030,344004
30447,12/31/2001,53598,45983
30447,3/31/2001,54691,47310
30447,6/30/2001,53720,46212
30447,9/30/2001,54270,46702
30448,12/31/2001,774673,707080
30448,3/31/2001,808340,738397
30448,6/30/2001,783632,713979
30448,9/30/2001,771454,701753
30449,12/31/2001,490883,450576
30449,3/31/2001,434253,396208
30449,6/30/2001,456363,418016
30449,9/30/2001,463839,423649
3045,12/31/2001,34198,31672
3045,3/31/2001,34068,31609
3045,6/30/2001,33256,30718
3045,9/30/2001,31326,28850
30450,12/31/2001,38339,35022
30450,3/31/2001,37133,33958
30450,6/30/2001,37840,34647
30450,9/30/2001,38001,34613
3046,12/31/2001,21913,19340
3046,3/31/2001,22151,19450
3046,6/30/2001,21761,19086
3046,9/30/2001,21632,19062
30464,12/31/2001,130987,120997
30464,3/31/2001,138636,128893
30464,6/30/2001,137699,127871
30464,9/30/2001,129386,119444
3047,12/31/2001,42318,39515
3047,3/31/2001,37289,34940
3047,6/30/2001,38156,35439
3047,9/30/2001,40470,37719
30470,12/31/2001,340156,295860
30470,9/30/2001,330874,287576
30470,3/31/2001,323003,281152
30470,6/30/2001,329595,286871
30492,12/31/2001,30048,24914
30492,3/31/2001,30477,25555
30492,6/30/2001,31431,26429
30492,9/30/2001,31146,26018
30494,12/31/2001,1850000,1700000
30494,3/31/2001,1780000,1630000
30494,6/30/2001,1800000,1660000
30494,9/30/2001,1870000,1720000
30502,12/31/2001,90954,79460
30502,3/31/2001,94238,83452
30502,6/30/2001,93585,83137
30502,9/30/2001,91560,80668
30516,12/31/2001,69290,61952
30516,3/31/2001,62390,55573
30516,6/30/2001,64921,57930
30516,9/30/2001,65500,58300
30519,12/31/2001,184493,166332
30519,3/31/2001,169706,152527
30519,6/30/2001,176883,159396
30519,9/30/2001,176828,159016
3052,12/31/2001,90724,83256
3052,3/31/2001,38020,35035
3052,6/30/2001,41256,37960
3052,9/30/2001,93093,84892
30526,12/31/2001,12402,9877
30526,3/31/2001,12582,10067
30526,6/30/2001,12650,10137
30526,9/30/2001,12746,10225
30529,12/31/2001,840939,774106
30529,3/31/2001,893459,829453
30529,6/30/2001,902272,838897
30529,9/30/2001,865942,797149
30530,12/31/2001,214815,193109
30530,3/31/2001,210119,190909
30530,6/30/2001,214734,194067
30530,9/30/2001,213184,191874
30544,12/31/2001,429403,367469
30544,3/31/2001,407951,348819
30544,6/30/2001,414080,354126
30544,9/30/2001,417586,356706
30547,12/31/2001,38397,35018
30547,3/31/2001,38220,35054
30547,6/30/2001,38580,35354
30547,9/30/2001,37849,34609
30551,12/31/2001,129571,100373
30551,3/31/2001,122190,93643
30551,6/30/2001,124610,95810
30551,9/30/2001,128846,99951
30559,12/31/2001,4340000,3970000
30559,3/31/2001,4690000,4270000
30559,6/30/2001,4610000,4180000
30559,9/30/2001,4620000,4190000
30564,12/31/2001,56062,48557
30564,3/31/2001,55777,48224
30564,6/30/2001,56965,49345
30564,9/30/2001,57490,49887
30568,12/31/2001,39145,34219
30568,3/31/2001,37496,32695
30568,6/30/2001,38702,33864
30568,9/30/2001,39414,34545
30570,12/31/2001,41856,38446
30570,3/31/2001,40791,37676
30570,6/30/2001,40381,37174
30570,9/30/2001,42708,39409
30579,12/31/2001,539739,498533
30579,3/31/2001,489082,447187
30579,6/30/2001,506344,463288
30579,9/30/2001,527479,483019
3058,12/31/2001,240662,219256
3058,3/31/2001,220746,201864
3058,6/30/2001,232165,212313
3058,9/30/2001,242991,222239
30585,12/31/2001,33844,30616
30585,3/31/2001,31096,28019
30585,6/30/2001,31876,28748
30585,9/30/2001,33072,29901
3059,12/31/2001,38250,35000
3059,3/31/2001,32199,28927
3059,6/30/2001,35843,32493
3059,9/30/2001,36221,32636
30590,12/31/2001,35277,32920
30590,3/31/2001,35895,33336
30590,6/30/2001,35236,32703
30590,9/30/2001,35482,32821
30595,12/31/2001,63995,59350
30595,3/31/2001,68909,64411
30595,6/30/2001,66007,61421
30595,9/30/2001,64139,59551
306,12/31/2001,96714,85885
306,3/31/2001,92559,82258
306,6/30/2001,94680,84362
306,9/30/2001,95993,85008
30600,12/31/2001,185467,164826
30600,3/31/2001,173596,153738
30600,6/30/2001,175903,155565
30600,9/30/2001,180957,160319
30602,12/31/2001,27811,21279
30602,3/31/2001,26761,20381
30602,6/30/2001,27194,20819
30602,9/30/2001,27751,21295
30614,12/31/2001,2140000,1970000
30614,3/31/2001,2020000,1900000
30614,6/30/2001,2070000,1910000
30614,9/30/2001,2110000,1940000
30615,12/31/2001,59546,55028
30615,3/31/2001,53425,49114
30615,6/30/2001,54655,50269
30615,9/30/2001,58190,53756
30617,12/31/2001,289194,269395
30617,3/31/2001,227403,208819
30617,6/30/2001,235535,216538
30617,9/30/2001,258684,238889
30618,12/31/2001,12589,11273
30618,3/31/2001,12670,11359
30618,6/30/2001,12333,11046
30618,9/30/2001,12678,11367
30619,3/31/2001,50904,46565
30619,6/30/2001,52066,47681
30619,9/30/2001,51618,47066
30619,12/31/2001,53913,49256
30626,12/31/2001,146322,136798
30626,3/31/2001,134979,126289
30626,6/30/2001,144315,135355
30626,9/30/2001,145495,136259
3063,12/31/2001,96322,81390
3063,3/31/2001,92034,77800
3063,6/30/2001,88611,74185
3063,9/30/2001,91239,76311
30637,12/31/2001,95169,83124
30637,3/31/2001,86312,74703
30637,6/30/2001,86971,75214
30637,9/30/2001,91009,79048
30644,12/31/2001,18216,15319
30644,3/31/2001,18465,15581
30644,6/30/2001,17622,14724
30644,9/30/2001,17335,14463
30652,12/31/2001,116525,108131
30652,3/31/2001,110041,101832
30652,6/30/2001,112684,104381
30652,9/30/2001,115195,106779
30656,12/31/2001,25521,23527
30656,3/31/2001,23885,21972
30656,6/30/2001,24778,22839
30656,9/30/2001,24957,22941
3066,12/31/2001,671187,607911
3066,3/31/2001,678467,615194
3066,6/30/2001,668291,603829
3066,9/30/2001,656150,592002
30664,12/31/2001,62322,50915
30664,3/31/2001,62189,51109
30664,6/30/2001,62046,50800
30664,9/30/2001,62294,50853
30668,12/31/2001,210431,188456
30668,3/31/2001,201554,179434
30668,6/30/2001,204809,182871
30668,9/30/2001,212269,190210
3067,12/31/2001,194983,170020
3067,3/31/2001,203934,180925
3067,6/30/2001,194810,171566
3067,9/30/2001,193121,168915
30670,12/31/2001,9119,8642
30670,3/31/2001,9842,9338
30670,6/30/2001,9630,9131
30670,9/30/2001,9389,8906
30680,12/31/2001,222660,200483
30680,3/31/2001,200380,179116
30680,6/30/2001,205249,183578
30680,9/30/2001,208278,186232
30683,12/31/2001,766552,706813
30683,9/30/2001,762885,704112
30683,3/31/2001,819526,764776
30683,6/30/2001,771856,716295
30688,12/31/2001,32736,26101
30688,3/31/2001,29611,23072
30688,6/30/2001,30353,23673
30688,9/30/2001,30804,24155
30691,12/31/2001,142322,128700
30691,6/30/2001,119839,106643
30691,9/30/2001,126268,112760
30691,3/31/2001,67175,58642
30692,12/31/2001,88661,80704
30692,3/31/2001,92524,84947
30692,6/30/2001,92003,84280
30692,9/30/2001,90508,82663
30693,12/31/2001,96295,89688
30693,3/31/2001,101087,94797
30693,6/30/2001,99262,92880
30693,9/30/2001,96352,89853
30695,12/31/2001,65264,58613
30695,3/31/2001,65805,59327
30695,6/30/2001,66336,59831
30695,9/30/2001,65184,58629
30696,12/31/2001,200537,186535
30696,3/31/2001,184341,167963
30696,6/30/2001,191567,174888
30696,9/30/2001,206875,192350
30698,12/31/2001,240594,209877
30698,3/31/2001,240226,209625
30698,6/30/2001,243737,212863
30698,9/30/2001,244116,212189
30699,12/31/2001,27872,25144
30699,3/31/2001,30179,27575
30699,6/30/2001,28434,25790
30699,9/30/2001,28186,25445
307,12/31/2001,53662,47060
307,3/31/2001,50614,44300
307,6/30/2001,50915,44488
307,9/30/2001,52708,46129
30700,3/31/2001,2190000,2070000
30700,6/30/2001,2160000,2040000
30700,9/30/2001,2190000,2060000
30700,12/31/2001,2310000,2080000
30704,12/31/2001,241379,221085
30704,3/31/2001,238054,219119
30704,6/30/2001,237113,217905
30704,9/30/2001,242460,222662
30707,12/31/2001,202036,184488
30707,3/31/2001,206275,189364
30707,6/30/2001,206860,189827
30707,9/30/2001,206170,188873
30713,12/31/2001,8586,7556
30713,3/31/2001,8646,7611
30713,6/30/2001,8497,7464
30713,9/30/2001,8655,7632
30720,12/31/2001,807302,636400
30720,3/31/2001,934833,685621
30720,6/30/2001,942280,682772
30720,9/30/2001,921022,667822
30722,12/31/2001,377369,348925
30722,3/31/2001,378122,351607
30722,6/30/2001,362736,335637
30722,9/30/2001,378865,351149
3074,12/31/2001,22093,18581
3074,3/31/2001,20864,17452
3074,6/30/2001,20395,16969
3074,9/30/2001,20854,17402
30742,12/31/2001,379121,343803
30742,3/31/2001,382600,347501
30742,6/30/2001,387981,352905
30742,9/30/2001,380086,344801
30744,12/31/2001,48120,41749
30744,3/31/2001,42710,36608
30744,6/30/2001,44486,38290
30744,9/30/2001,46525,40207
30746,12/31/2001,13500000,12800000
30746,6/30/2001,12800000,12100000
30746,9/30/2001,13200000,12400000
30746,3/31/2001,12000000,11400000
3075,12/31/2001,69515,62892
3075,3/31/2001,66904,60508
3075,6/30/2001,67897,61280
3075,9/30/2001,66501,59597
30750,12/31/2001,160966,142400
30750,3/31/2001,151197,133163
30750,6/30/2001,151154,132894
30750,9/30/2001,155390,136988
30757,12/31/2001,2600000,2370000
30757,3/31/2001,3160000,2950000
30757,6/30/2001,3100000,2880000
30757,9/30/2001,2970000,2750000
3076,12/31/2001,193921,180489
3076,3/31/2001,179156,166060
3076,6/30/2001,184756,171665
3076,9/30/2001,189891,176457
30763,12/31/2001,199163,184100
30763,3/31/2001,183464,169429
30763,6/30/2001,186047,171665
30763,9/30/2001,189168,174407
30775,12/31/2001,105151,96930
30775,3/31/2001,104118,96426
30775,6/30/2001,104657,97083
30775,9/30/2001,104568,96620
30776,12/31/2001,494893,452424
30776,3/31/2001,462620,428692
30776,6/30/2001,472999,438768
30776,9/30/2001,470847,428293
3078,12/31/2001,47023,41860
3078,3/31/2001,45610,40379
3078,6/30/2001,47617,42199
3078,9/30/2001,45875,40841
30783,12/31/2001,64222,49370
30783,3/31/2001,65329,50857
30783,6/30/2001,64406,49806
30783,9/30/2001,64224,49503
30788,12/31/2001,474422,427949
30788,3/31/2001,462992,418936
30788,6/30/2001,487522,442869
30788,9/30/2001,528847,482638
30789,12/31/2001,37289,32976
30789,3/31/2001,36088,31738
30789,6/30/2001,36137,31796
30789,9/30/2001,36544,32089
3079,12/31/2001,31294,21391
3079,3/31/2001,31218,21456
3079,6/30/2001,30743,21078
3079,9/30/2001,31796,21709
30792,12/31/2001,406323,377627
30792,3/31/2001,343310,316904
30792,6/30/2001,353007,326188
30792,9/30/2001,393612,365941
30799,12/31/2001,483718,444855
30799,3/31/2001,468993,432302
30799,6/30/2001,465771,428668
30799,9/30/2001,472962,435059
3080,12/31/2001,218260,190221
3080,3/31/2001,225078,197533
3080,6/30/2001,223083,195538
3080,9/30/2001,218095,190420
30800,12/31/2001,948554,863610
30800,3/31/2001,956894,874624
30800,6/30/2001,942184,861075
30800,9/30/2001,941694,858289
30804,12/31/2001,66710,62712
30804,3/31/2001,61586,57751
30804,6/30/2001,63564,59644
30804,9/30/2001,64783,60828
30812,12/31/2001,226590,210602
30812,3/31/2001,228748,213166
30812,6/30/2001,226468,210648
30812,9/30/2001,226113,210076
30817,12/31/2001,183602,164331
30817,3/31/2001,192049,172679
30817,6/30/2001,188836,169357
30817,9/30/2001,191595,172144
30819,12/31/2001,69457,63158
30819,3/31/2001,67144,61211
30819,6/30/2001,68199,62240
30819,9/30/2001,68237,62159
30836,12/31/2001,553690,522586
30836,3/31/2001,506293,477966
30836,6/30/2001,524557,495377
30836,9/30/2001,532203,502103
30846,12/31/2001,247597,229463
30846,3/31/2001,243301,226794
30846,6/30/2001,245754,228808
30846,9/30/2001,239154,221628
3086,12/31/2001,75077,69841
3086,3/31/2001,66755,62017
3086,6/30/2001,70034,65114
3086,9/30/2001,72870,67761
30864,12/31/2001,144129,135756
30864,3/31/2001,136949,129195
30864,6/30/2001,139233,131242
30864,9/30/2001,144794,136594
30866,12/31/2001,72564,65013
30866,3/31/2001,74238,67002
30866,6/30/2001,73126,65747
30866,9/30/2001,74905,67442
30869,12/31/2001,154582,140513
30869,3/31/2001,165568,151892
30869,6/30/2001,163527,149349
30869,9/30/2001,159064,144574
3087,12/31/2001,41206,36323
3087,3/31/2001,41551,36705
3087,6/30/2001,42189,37340
3087,9/30/2001,40879,35953
30878,12/31/2001,17881,14277
30878,3/31/2001,16234,12735
30878,6/30/2001,16974,13447
30878,9/30/2001,17479,13937
30879,12/31/2001,1060000,966504
30879,3/31/2001,1160000,1070000
30879,6/30/2001,1120000,1020000
30879,9/30/2001,1090000,994900
30887,12/31/2001,2720000,2490000
30887,3/31/2001,2840000,2630000
30887,6/30/2001,2820000,2600000
30887,9/30/2001,2780000,2550000
30889,12/31/2001,34999,31828
30889,3/31/2001,33454,30361
30889,6/30/2001,33201,30089
30889,9/30/2001,35118,31959
3089,3/31/2001,26864,23467
3089,6/30/2001,26627,23183
3089,9/30/2001,27174,23573
3089,12/31/2001,32052,27823
30890,12/31/2001,8490000,7890000
30890,3/31/2001,6860000,6370000
30890,6/30/2001,5460000,4940000
30890,9/30/2001,8370000,7820000
30895,12/31/2001,1200000,1120000
30895,3/31/2001,1020000,958629
30895,6/30/2001,1070000,993517
30895,9/30/2001,1140000,1060000
30898,12/31/2001,400458,374136
30898,3/31/2001,334488,310235
30898,6/30/2001,328893,304091
30898,9/30/2001,337849,312698
30903,12/31/2001,261154,237081
30903,3/31/2001,256960,233523
30903,6/30/2001,256334,232766
30903,9/30/2001,252272,227635
3091,12/31/2001,208082,184618
3091,3/31/2001,193628,171429
3091,6/30/2001,202403,179240
3091,9/30/2001,207626,183173
30919,12/31/2001,55948,44068
30919,3/31/2001,52526,39181
30919,6/30/2001,56039,42664
30919,9/30/2001,58581,45383
30920,12/31/2001,101903,93919
30920,3/31/2001,99026,91810
30920,6/30/2001,103712,96243
30920,9/30/2001,104634,96912
30921,12/31/2001,1080000,1000000
30921,3/31/2001,1120000,1050000
30921,6/30/2001,1110000,1040000
30921,9/30/2001,1090000,1010000
30926,12/31/2001,106801,97396
30926,3/31/2001,103904,94747
30926,6/30/2001,103790,94570
30926,9/30/2001,103152,93486
30927,12/31/2001,61636,52040
30927,3/31/2001,63425,54161
30927,6/30/2001,63189,53858
30927,9/30/2001,63995,54522
30929,3/31/2001,553419,517786
30929,6/30/2001,542021,505911
30929,12/31/2001,529712,491384
30929,9/30/2001,538090,500219
30943,12/31/2001,67003,62170
30943,3/31/2001,68345,63620
30943,6/30/2001,66188,61351
30943,9/30/2001,68035,63230
3095,12/31/2001,100275,92843
3095,3/31/2001,95048,88136
3095,6/30/2001,94887,87640
3095,9/30/2001,95995,88309
30950,12/31/2001,6254,5056
30950,3/31/2001,5828,4640
30950,6/30/2001,6129,4922
30950,9/30/2001,6382,5190
30951,12/31/2001,40539,35758
30951,3/31/2001,39737,34968
30951,6/30/2001,39648,34854
30951,9/30/2001,39895,35046
30953,3/31/2001,955166,861781
30953,12/31/2001,1060000,965169
30953,6/30/2001,994264,898950
30953,9/30/2001,1040000,944771
30954,12/31/2001,69737,59573
30954,3/31/2001,70330,60418
30954,6/30/2001,70273,60342
30954,9/30/2001,70001,59661
30956,12/31/2001,77309,70014
30956,3/31/2001,79633,72701
30956,6/30/2001,78078,70995
30956,9/30/2001,77134,69976
30968,12/31/2001,11100000,10300000
30968,3/31/2001,11000000,10300000
30968,6/30/2001,10800000,10000000
30968,9/30/2001,10700000,9920000
30969,12/31/2001,78883,71951
30969,3/31/2001,69421,62780
30969,6/30/2001,73227,66429
30969,9/30/2001,77661,70498
30971,12/31/2001,11600000,10000000
30971,3/31/2001,11700000,10600000
30971,6/30/2001,11200000,10000000
30971,9/30/2001,12200000,11000000
30976,12/31/2001,83665,67483
30976,3/31/2001,81487,65998
30976,6/30/2001,81989,66205
30976,9/30/2001,83171,67145
3098,12/31/2001,40594,35632
3098,3/31/2001,39251,34426
3098,6/30/2001,38296,33377
3098,9/30/2001,38556,33525
30985,12/31/2001,241941,221287
30985,3/31/2001,254305,234453
30985,6/30/2001,251323,231129
30985,9/30/2001,247435,227035
30987,12/31/2001,96754,79295
30987,3/31/2001,92393,76030
30987,6/30/2001,93950,77253
30987,9/30/2001,95319,78212
3099,12/31/2001,90981,84186
3099,3/31/2001,80887,74448
3099,6/30/2001,83359,76788
3099,9/30/2001,84649,77546
30996,12/31/2001,453401,425422
30996,3/31/2001,490132,464239
30996,6/30/2001,415287,389545
30996,9/30/2001,410161,382025
310,12/31/2001,55965,49366
310,3/31/2001,54036,47730
310,6/30/2001,54672,48139
310,9/30/2001,55343,48534
3100,12/31/2001,46271,40856
3100,3/31/2001,45255,40067
3100,6/30/2001,45463,40194
3100,9/30/2001,48105,42757
31004,12/31/2001,43257,38960
31004,3/31/2001,41008,36949
31004,6/30/2001,41339,37250
31004,9/30/2001,41561,37344
31012,6/30/2001,105242,86867
31012,3/31/2001,106499,88149
31015,12/31/2001,70059,60547
31015,3/31/2001,68363,59249
31015,6/30/2001,68955,59678
31015,9/30/2001,69587,60153
31027,12/31/2001,5890000,5520000
31027,3/31/2001,4670000,4370000
31027,6/30/2001,5070000,4750000
31027,9/30/2001,5130000,4800000
31028,12/31/2001,88093,80069
31028,3/31/2001,95472,87806
31028,6/30/2001,91395,83597
31028,9/30/2001,90307,82251
3103,12/31/2001,157720,135500
3103,3/31/2001,156810,135146
3103,6/30/2001,148826,126808
3103,9/30/2001,146992,124461
31032,12/31/2001,45571,42218
31032,3/31/2001,40501,37295
31032,6/30/2001,42881,39639
31032,9/30/2001,44457,41154
31043,12/31/2001,78485,72516
31043,3/31/2001,82084,76843
31043,6/30/2001,80762,75284
31043,9/30/2001,78069,72227
3105,12/31/2001,83019,76335
3105,3/31/2001,70438,63844
3105,6/30/2001,73894,67170
3105,9/30/2001,79743,72979
31063,12/31/2001,74400,68064
31063,3/31/2001,69870,63987
31063,6/30/2001,72427,66421
31063,9/30/2001,72850,66721
31068,12/31/2001,57087,53357
31068,3/31/2001,68902,64044
31068,6/30/2001,63852,58995
31068,9/30/2001,57455,53449
31071,12/31/2001,19783,18195
31071,3/31/2001,18762,17125
31071,6/30/2001,19420,17924
31071,9/30/2001,19732,18169
31077,12/31/2001,158695,143905
31077,3/31/2001,151421,137334
